slide_id,certainty_score
BRACS_1812,-89.25597910035496
BRACS_1850,-87.74967758165154
BRACS_1866,-86.55016996521196
BRACS_1996,-84.81560282169997
BRACS_1810,-81.87397129242181
BRACS_1941,-81.83961496700003
BRACS_3275,-81.73925161837373
BRACS_1876,-80.40585321100001
BRACS_1936,-80.21608299108001
BRACS_1886,-80.13909141969995
BRACS_3313,-79.58613021470012
BRACS_1498,-78.78898054889996
BRACS_1515,-78.29443968221999
BRACS_1916,-78.02224341529997
BRACS_1296,-73.67283523852268
BRACS_737,-73.36868296500003
BRACS_1667,-72.185252054995
BRACS_1946,-70.398332983495
BRACS_1998,-68.82247939100002
BRACS_1295,-66.84597794830002
BRACS_1261,-66.24685664525991
BRACS_3302,-66.09303030248999
BRACS_1933,-65.713539147
BRACS_1843,-65.20232189897001
BRACS_1863,-62.1710547965
BRACS_1983,-62.07188414300005
BRACS_1231,-61.29674913540004
BRACS_1949,-60.46399257827908
BRACS_1579,-59.88126006534998
BRACS_1367,-59.11433078865003
BRACS_1774,-58.7185487551
BRACS_3278,-58.403684341976216
BRACS_1516,-57.112238107820495
BRACS_760,-56.624387309099994
BRACS_1496,-55.45000534651992
BRACS_1777,-54.80689627099998
BRACS_1366,-52.233926963900025
BRACS_3294,-50.66463482199995
BRACS_1476,-50.30363443400001
BRACS_1833,-48.851747427019966
BRACS_735,-47.75744638999999
BRACS_1003685,-47.07815139956999
BRACS_1003727,-45.77752129290002
BRACS_1783,-44.178762423999984
BRACS_1892,-42.923744162999995
BRACS_1993,-41.70924904229998
BRACS_1250,-41.181769373
BRACS_1257,-40.007263171000005
BRACS_1879,-37.77851310892419
BRACS_1771,-35.38976302499998
BRACS_1834,-33.285137084700004
BRACS_1882,-32.574127112999996
BRACS_1775,-31.275268576000006
BRACS_1848,-29.19798291099998
BRACS_1654,-27.675064174999996
BRACS_1641,-25.723853648620004
BRACS_1247,-23.866027879000008
BRACS_1369,-23.58738344593997
BRACS_1921,-23.458942323100008
BRACS_1821,-22.993784940000005
BRACS_1602,-22.510864278000003
BRACS_1267,-20.058036924999985
BRACS_1869,-18.497906608146696
BRACS_1874,-16.989669754
BRACS_1954,-15.845642065000003
BRACS_1820,-15.785614045000006
BRACS_1784,-13.931925748713967
BRACS_1632,-13.788739006140029
BRACS_1487,-13.582042665800012
BRACS_1932,-12.397339005000001
BRACS_1273,-11.942709922438022
BRACS_1787,-10.645524028900002
BRACS_1406,-7.443603505000003
BRACS_1585,-6.917960626037437
BRACS_3284,-6.626450728560001
BRACS_264,-5.273132367100017
BRACS_1598,-3.965820281999985
BRACS_3273,-2.1964196279299943
BRACS_1361,-2.0543220687200026
BRACS_1791,-1.3125000200000003
BRACS_1942,-1.2391658876820149
BRACS_1594,0.42941279599997323
BRACS_1972,0.4823547102000257
BRACS_1617,3.822326754999989
BRACS_1512,3.896394517900051
BRACS_1003716,4.624319142199997
BRACS_1839,4.87276391667999
BRACS_1591,5.416173303393031
BRACS_3310,5.861572346000018
BRACS_1612,6.154547473563999
BRACS_1789,8.22651782749999
BRACS_1974,9.264587336999993
BRACS_1274,11.06442257499999
BRACS_3317,11.332886040000025
BRACS_1931,11.804048650600025
BRACS_1851,13.518469653646001
BRACS_1957,13.650161615799993
BRACS_1003667,15.119032184789294
BRACS_1658,18.435394342999963
BRACS_1620,18.552982916290002
BRACS_1392,18.761962909999998
BRACS_1003672,19.038696230000003
BRACS_2005,19.118881171000005
BRACS_1901,19.4080838149997
BRACS_736,19.954467879999996
BRACS_1593,21.09351339400003
BRACS_1411,21.58471666550001
BRACS_1259,23.14505768400002
BRACS_1003661,23.25878914
BRACS_1385,24.11746211299998
BRACS_1959,24.158390129999983
BRACS_1003705,25.173675374999963
BRACS_1334,25.61120614
BRACS_1779,28.31176758
BRACS_1003675,28.756347700000006
BRACS_1248,30.253662060000003
BRACS_1929,30.779113850000005
BRACS_745,30.92929223642939
BRACS_1003714,32.678682363970054
BRACS_1609,33.622787567700094
BRACS_1930,36.85919203999997
BRACS_1950,37.048875826600046
BRACS_1964,37.369384679999996
BRACS_1003715,37.545837568000024
BRACS_752,37.59570309
BRACS_1279,38.68347170599999
BRACS_1633,38.793945420000014
BRACS_3312,38.833975743667
BRACS_1980,39.014199024107235
BRACS_1337,39.15341977856998
BRACS_1923,39.78234862099996
BRACS_1614,41.586897649613924
BRACS_1511,42.81680301600001
BRACS_3292,43.120605479999995
BRACS_1003717,43.13378910000001
BRACS_1832,43.28692635999999
BRACS_1003669,43.95883711565999
BRACS_1493,44.355583192699996
BRACS_1235,45.85066040259999
BRACS_1003730,45.926162909999995
BRACS_3300,47.165300316099994
BRACS_1618,47.761478710500064
BRACS_1665,48.21060435660001
BRACS_2000,51.50640092900001
BRACS_1896,51.64608756199996
BRACS_1786,52.93709924600001
BRACS_1796,53.141334574
BRACS_1595,53.42502966339996
BRACS_3323,54.40193523110004
BRACS_3309,55.58575443200001
BRACS_1374,55.91522201000001
BRACS_1003718,57.16246033199995
BRACS_2001,57.24556351250015
BRACS_1842,60.09168997899998
BRACS_1646,60.099514224710035
BRACS_1404,60.1653966394198
BRACS_1905,60.5668820103
BRACS_1772,61.85609810954999
BRACS_1003713,62.70024861649999
BRACS_1648,62.77150352499998
BRACS_1994,63.05853603140897
BRACS_1253,63.683654809999986
BRACS_1330,63.820022705499994
BRACS_3334,65.21740698999999
BRACS_1508,65.46895434680003
BRACS_1997,66.51041851519994
BRACS_310,70.109375044
BRACS_1958,70.81506333999995
BRACS_1963,72.159598983
BRACS_1003660,73.20269760099993
BRACS_1484,75.83589146399991
BRACS_3291,78.70483389999993
BRACS_1845,80.53820822000004
BRACS_1003698,80.66499244797002
BRACS_740,84.62530520999998
BRACS_1828,85.71966556999996
BRACS_1640,85.93041982
BRACS_1477,86.24133293
BRACS_1393,86.27917482000002
BRACS_1003671,86.72329713900001
BRACS_3308,86.72631831000001
BRACS_1276,87.51538079
BRACS_1645,89.56683311000002
BRACS_1240,90.30327594700003
BRACS_1409,90.75671403900009
BRACS_1408,95.64068628999996
BRACS_3283,95.76835098694399
BRACS_1827,96.42364490600006
BRACS_1423,96.61083962999997
BRACS_2004,96.70990116169752
BRACS_1424,97.66491726000007
BRACS_311,98.02117911999994
BRACS_1668,98.60839844000002
BRACS_1407,99.608764256
BRACS_1603,100.89710835129999
BRACS_1412,101.15536469890016
BRACS_1961,101.16065194299999
BRACS_3295,103.85342581399999
BRACS_3337,106.54528810600002
BRACS_1608,107.07836909700004
BRACS_1669,107.14392098000002
BRACS_1580,107.27795411900003
BRACS_1904,107.87932210000007
BRACS_1275,108.54110716900007
BRACS_1287,108.69943229399998
BRACS_1003724,110.18853285625754
BRACS_1003703,110.71293446799997
BRACS_1661,111.38650514799997
BRACS_1003700,114.10516365999995
BRACS_1666,114.1347655
BRACS_3298,115.22552493300009
BRACS_1829,117.73222319999999
BRACS_1478,118.99426256000004
BRACS_3305,119.30407696000003
BRACS_738,120.78808565000003
BRACS_1395,120.83026113
BRACS_1336,121.17791771000002
BRACS_1284,122.21545393000001
BRACS_3279,122.25903320000009
BRACS_3290,125.31738244000002
BRACS_1988,126.04675303999998
BRACS_1590,126.62182624000009
BRACS_1578,127.20495622000001
BRACS_1847,128.77416974000002
BRACS_1660,129.89282230999999
BRACS_1583,129.96252458000004
BRACS_3281,130.67163236993005
BRACS_3296,131.32872012200002
BRACS_1601,131.47973752520005
BRACS_1325,132.96350072
BRACS_1649,134.14465317000003
BRACS_1960,136.48449711
BRACS_756,137.30187968000007
BRACS_1288,137.9069210367
BRACS_305,139.1224364450001
BRACS_281,141.73510727000001
BRACS_1003692,143.26721202
BRACS_1900,145.39075324311693
BRACS_3311,146.01529052432
BRACS_1989,146.15185534769995
BRACS_1289,147.10009742000003
BRACS_3319,148.20477298999995
BRACS_286,149.65661627999995
BRACS_748,150.92047085
BRACS_1370,151.129779812
BRACS_1655,152.14743816500004
BRACS_1852,152.58940318363486
BRACS_1831,155.25830070000004
BRACS_753,157.85888646000004
BRACS_283,159.8428957299999
BRACS_754,160.34387210999984
BRACS_298,160.61071776
BRACS_1003731,162.56793206000003
BRACS_1003699,162.6140135799999
BRACS_1338,164.9460755159998
BRACS_1664,168.22180153
BRACS_295,168.23046875999995
BRACS_1986,169.0675381788476
BRACS_1636,171.05273411999997
BRACS_1639,180.2666018500001
BRACS_292,181.1423341900001
BRACS_3315,184.46545393999997
BRACS_288,184.94317625800005
BRACS_1003734,190.46147522799995
BRACS_3293,191.97757728499985
BRACS_3271,192.39433106621985
BRACS_297,196.49700943999997
BRACS_3316,196.54357883999998
BRACS_1652,196.81872530999996
BRACS_291,205.7502439700001
BRACS_1587,213.68292214000016
BRACS_3321,222.37774592999997
BRACS_1650,228.7877799850001
BRACS_1634,230.29669163599993
BRACS_1286,230.31997609999988
BRACS_1233,233.40850773000005
BRACS_1249,233.63311723000012
BRACS_749,234.69586142999992
BRACS_1631,235.0070800440001
BRACS_1582,235.16422273146995
BRACS_1003678,237.71838376400007
BRACS_1322,240.13537619999985
BRACS_1003723,241.53918423999966
BRACS_1826,250.382751053
BRACS_1962,254.41107174000015
BRACS_3268,256.8519896836002
BRACS_1394,257.19665536
BRACS_3320,257.23144459999986
BRACS_1414,269.08618117
BRACS_734,272.029205
BRACS_1003706,277.8190918339999
BRACS_3276,285.88677972000005
BRACS_1356,291.60833749
BRACS_1638,303.85369860000003
BRACS_773,319.8190918700001
BRACS_3289,327.2196042200002
BRACS_1965,353.31183253520015
BRACS_2002,369.6419065949997
BRACS_1413,375.95678630500026
BRACS_1321,388.2024540900002
BRACS_3274,626.5626825240001
BRACS_1357,626.5975334350001
